Protein1,Protein2
sp|Q9VD28|JMJD6_DROME,XBmRNA81041|XBXL10_1g43108
tr|Q8SYP9|Q8SYP9_DROME,XBmRNA42868|XBXL10_1g23013
sp|Q9V345|CSN4_DROME,XBmRNA2216|XBXL10_1g1336
tr|A0A0B4LGA2|A0A0B4LGA2_DROME,XBmRNA36030|XBXL10_1g19491
tr|Q9VA53|Q9VA53_DROME,XBmRNA82816|XBXL10_1g44018
sp|P29413|CALR_DROME,XBmRNA31841|XBXL10_1g17176
tr|Q7JMV3|Q7JMV3_DROME,XBmRNA71284|XBXL10_1g37721
sp|P32748|PYRD_DROME,XBmRNA34536|XBXL10_1g18735
sp|Q9VIV3|CTU2_DROME,XBmRNA34313|XBXL10_1g18651
sp|Q9VQS5|IFT57_DROME,XBmRNA19318|XBXL10_1g10341
sp|Q9VYY3|UBA5_DROME,XBmRNA54673|XBXL10_1g29073
tr|A4V0X6|A4V0X6_DROME,XBmRNA42061|XBXL10_1g22569
tr|Q8SXX1|Q8SXX1_DROME,XBmRNA79437|XBXL10_1g42260
tr|O17432|O17432_DROME,XBmRNA71257|XBXL10_1g37706
sp|Q02748|IF4A_DROME,XBmRNA44678|XBXL10_1g23913
tr|Q9VSM8|Q9VSM8_DROME,XBmRNA65041|XBXL10_1g34445
tr|Q9VFV9|Q9VFV9_DROME,XBmRNA2540|XBXL10_1g1463
tr|Q9W3D5|Q9W3D5_DROME,XBmRNA42537|XBXL10_1g22829
sp|Q9V6X7|OFUT1_DROME,XBmRNA73401|XBXL10_1g38889
tr|Q9VLS0|Q9VLS0_DROME,XBmRNA33279|XBXL10_1g18026
tr|Q9W0M3|Q9W0M3_DROME,XBmRNA77607|XBXL10_1g41127
sp|P09180|RL4_DROME,XBmRNA25470|XBXL10_1g13421
tr|Q961D1|Q961D1_DROME,XBmRNA67701|XBXL10_1g35826
sp|P45888|ARP2_DROME,XBmRNA42610|XBXL10_1g22871
sp|Q9VHS8|IF4A3_DROME,XBmRNA46905|XBXL10_1g25122
tr|Q9VSY9|Q9VSY9_DROME,XBmRNA18225|XBXL10_1g9744
sp|Q9VU87|VPS36_DROME,XBmRNA15745|XBXL10_1g8339
tr|Q9VL70|Q9VL70_DROME,XBmRNA6078|XBXL10_1g3335
tr|Q9VX24|Q9VX24_DROME,XBmRNA46076|XBXL10_1g24674
sp|P45890|ARP6_DROME,XBmRNA23309|XBXL10_1g12462
tr|Q9VB06|Q9VB06_DROME,XBmRNA76038|XBXL10_1g40431
tr|Q29R09|Q29R09_DROME,XBmRNA29824|XBXL10_1g15959
sp|Q9VLP7|MET14_DROME,XBmRNA2388|XBXL10_1g1397
sp|Q8SWU7|OLA1_DROME,XBmRNA76651|XBXL10_1g40707
sp|Q9VCR7|CTNS_DROME,XBmRNA12035|XBXL10_1g6401
sp|Q9VVD9|S35B3_DROME,XBmRNA51830|XBXL10_1g27619
sp|Q24324|DSOR1_DROME,XBmRNA25468|XBXL10_1g13419
sp|A1Z6M6|TTC4_DROME,XBmRNA35644|XBXL10_1g19285
sp|Q9VG73|ILF2_DROME,XBmRNA69771|XBXL10_1g36993
tr|Q8SX78|Q8SX78_DROME,XBmRNA14608|XBXL10_1g7758
tr|Q9VJ06|Q9VJ06_DROME,XBmRNA24059|XBXL10_1g12768
sp|P55035|PSMD4_DROME,XBmRNA69844|XBXL10_1g37022
sp|Q9VR52|TILB_DROME,XBmRNA53173|XBXL10_1g28311
tr|Q8SXF0|Q8SXF0_DROME,XBmRNA14564|XBXL10_1g7727
sp|P48612|PELO_DROME,XBmRNA78411|XBXL10_1g41594
sp|Q9V3R6|ADAT1_DROME,XBmRNA39480|XBXL10_1g21335
tr|Q7KSA2|Q7KSA2_DROME,XBmRNA33313|XBXL10_1g18043
sp|Q7JXF5|NUP62_DROME,XBmRNA65656|XBXL10_1g34731
sp|P48592|RIR2_DROME,XBmRNA48966|XBXL10_1g26173
tr|Q9VDD0|Q9VDD0_DROME,XBmRNA442|XBXL10_1g423
tr|Q9VK25|Q9VK25_DROME,XBmRNA74726|XBXL10_1g39723
tr|Q9VAY9|Q9VAY9_DROME,XBmRNA45397|XBXL10_1g24243
tr|Q7JXZ2|Q7JXZ2_DROME,XBmRNA35127|XBXL10_1g19038
sp|Q9VHS7|COQ2_DROME,XBmRNA2240|XBXL10_1g1343
tr|Q9W0H6|Q9W0H6_DROME,XBmRNA42993|XBXL10_1g23066
tr|Q9VK20|Q9VK20_DROME,XBmRNA43112|XBXL10_1g23147
tr|Q9W253|Q9W253_DROME,XBmRNA69907|XBXL10_1g37060
tr|Q9VRP2|Q9VRP2_DROME,XBmRNA20112|XBXL10_1g10707
sp|Q9VU65|POC1_DROME,XBmRNA23397|XBXL10_1g12505
sp|Q7K175|HENMT_DROME,XBmRNA36127|XBXL10_1g19527
tr|A0A6H2EG45|A0A6H2EG45_DROME,XBmRNA58171|XBXL10_1g30817
tr|Q7K2V9|Q7K2V9_DROME,XBmRNA4458|XBXL10_1g2555
sp|Q9V3D2|HEM6_DROME,XBmRNA11866|XBXL10_1g6319
sp|Q9V3G7|PSMD6_DROME,XBmRNA41610|XBXL10_1g22360
sp|Q24276|CDC37_DROME,XBmRNA31691|XBXL10_1g17093
tr|Q9VC03|Q9VC03_DROME,XBmRNA58327|XBXL10_1g30890
tr|Q7K274|Q7K274_DROME,XBmRNA29900|XBXL10_1g15991
tr|Q9VPQ7|Q9VPQ7_DROME,XBmRNA79260|XBXL10_1g42161
tr|Q9W1A7|Q9W1A7_DROME,XBmRNA33852|XBXL10_1g18414
sp|Q9W5B6|MTU1_DROME,XBmRNA23946|XBXL10_1g12740
tr|Q9VMB3|Q9VMB3_DROME,XBmRNA43583|XBXL10_1g23352
tr|Q9VT33|Q9VT33_DROME,XBmRNA65713|XBXL10_1g34758
tr|M9PAZ8|M9PAZ8_DROME,XBmRNA32393|XBXL10_1g17587
tr|Q9VXQ3|Q9VXQ3_DROME,XBmRNA34699|XBXL10_1g18818
tr|Q9VIH0|Q9VIH0_DROME,XBmRNA78073|XBXL10_1g41364
tr|A1Z840|A1Z840_DROME,XBmRNA34264|XBXL10_1g18615
sp|Q9VWF4|DUSK4_DROME,XBmRNA42826|XBXL10_1g22985
tr|Q9VYE3|Q9VYE3_DROME,XBmRNA12102|XBXL10_1g6430
tr|Q9VI04|Q9VI04_DROME,XBmRNA9775|XBXL10_1g5255
sp|Q7K7A9|FEN1_DROME,XBmRNA38261|XBXL10_1g20777
tr|Q9VUL8|Q9VUL8_DROME,XBmRNA43492|XBXL10_1g23328
tr|Q7K519|Q7K519_DROME,XBmRNA12857|XBXL10_1g6860
sp|P20354|GNAS_DROME,XBmRNA74233|XBXL10_1g39384
sp|P56175|RCL1_DROME,XBmRNA3736|XBXL10_1g2050
tr|Q9VWJ7|Q9VWJ7_DROME,XBmRNA75617|XBXL10_1g40192
sp|Q9V9S8|HEMH_DROME,XBmRNA6016|XBXL10_1g3308
tr|Q9VGE2|Q9VGE2_DROME,XBmRNA45841|XBXL10_1g24506
tr|Q9VCK6|Q9VCK6_DROME,XBmRNA74476|XBXL10_1g39512
tr|Q9VTV4|Q9VTV4_DROME,XBmRNA75373|XBXL10_1g40073
sp|Q9I7M2|GTPBA_DROME,XBmRNA54236|XBXL10_1g28831
tr|Q9V3R3|Q9V3R3_DROME,XBmRNA46210|XBXL10_1g24753
tr|Q7KMP8|Q7KMP8_DROME,XBmRNA38244|XBXL10_1g20770
tr|Q9I7P3|Q9I7P3_DROME,XBmRNA76573|XBXL10_1g40668
tr|Q9VLN0|Q9VLN0_DROME,XBmRNA74193|XBXL10_1g39362
tr|Q9VB73|Q9VB73_DROME,XBmRNA61712|XBXL10_1g32688
tr|Q8T913|Q8T913_DROME,XBmRNA42697|XBXL10_1g22909
tr|Q9VPF3|Q9VPF3_DROME,XBmRNA5054|XBXL10_1g2837
tr|Q9VJZ5|Q9VJZ5_DROME,XBmRNA66010|XBXL10_1g34947
sp|P46415|ADHX_DROME,XBmRNA1968|XBXL10_1g1220
tr|Q9VEA6|Q9VEA6_DROME,XBmRNA75055|XBXL10_1g39907
sp|P20351|T23O_DROME,XBmRNA1485|XBXL10_1g963
tr|Q9VH64|Q9VH64_DROME,XBmRNA765|XBXL10_1g642
sp|P18935|CYB_DROME,XBmRNA101840|XBXL10_1g44457
sp|Q9V6G5|TAZ_DROME,XBmRNA64296|XBXL10_1g34090
tr|O97182|O97182_DROME,XBmRNA77353|XBXL10_1g41005
sp|Q7JQW6|LIAS_DROME,XBmRNA6834|XBXL10_1g3756
sp|P40427|EXD_DROME,XBmRNA40581|XBXL10_1g21863
sp|P45889|ACTZ_DROME,XBgroup95
sp|P16905|KAPR1_DROME,XBmRNA81219|XBXL10_1g43208
sp|P40417|ERKA_DROME,XBmRNA9833|XBXL10_1g5287
sp|Q9VSB9|TMM43_DROME,XBmRNA36930|XBXL10_1g19958
tr|Q9VFP6|Q9VFP6_DROME,XBmRNA77285|XBXL10_1g40967
tr|Q9VVM7|Q9VVM7_DROME,XBmRNA42596|XBXL10_1g22862
sp|Q9VXA8|DXO_DROME,XBmRNA66967|XBXL10_1g35464
tr|A1Z9I6|A1Z9I6_DROME,XBmRNA78275|XBXL10_1g41480
tr|Q9VFH8|Q9VFH8_DROME,XBmRNA76571|XBXL10_1g40667
tr|Q9VC48|Q9VC48_DROME,XBmRNA1970|XBXL10_1g1221
tr|Q9VNH5|Q9VNH5_DROME,XBmRNA58498|XBXL10_1g30961
tr|Q9VD63|Q9VD63_DROME,XBmRNA25197|XBXL10_1g13292
sp|Q95YI5|US74C_DROME,XBmRNA39937|XBXL10_1g21554
tr|Q9VIK0|Q9VIK0_DROME,XBmRNA5939|XBXL10_1g3278
tr|Q9VG07|Q9VG07_DROME,XBmRNA23289|XBXL10_1g12453
tr|E2QD26|E2QD26_DROME,XBmRNA59229|XBXL10_1g31315
sp|P92208|JNK_DROME,XBmRNA58277|XBXL10_1g30871
tr|Q9VNR9|Q9VNR9_DROME,XBmRNA75872|XBXL10_1g40353
tr|Q9W0M6|Q9W0M6_DROME,XBmRNA51160|XBXL10_1g27308
sp|P23757|POXM_DROME,XBmRNA68347|XBXL10_1g36111
sp|Q9VBG6|HGH1_DROME,XBmRNA53503|XBXL10_1g28462
sp|Q7JZB4|GMPPB_DROME,XBmRNA41151|XBXL10_1g22134
sp|Q8SYD0|TTC19_DROME,XBmRNA16830|XBXL10_1g9044
tr|Q9VHI3|Q9VHI3_DROME,XBmRNA36990|XBXL10_1g19991
tr|Q9VLB9|Q9VLB9_DROME,XBmRNA46670|XBXL10_1g25011
sp|P32234|128UP_DROME,XBmRNA4618|XBXL10_1g2645
sp|Q9VSF4|DHYS_DROME,XBmRNA31882|XBXL10_1g17198
tr|Q9VPE8|Q9VPE8_DROME,XBmRNA45915|XBXL10_1g24557
tr|Q9VWD0|Q9VWD0_DROME,XBmRNA38862|XBXL10_1g21009
sp|Q9VBX2|MOC2B_DROME,XBmRNA5820|XBXL10_1g3213
tr|Q9VED8|Q9VED8_DROME,XBmRNA39810|XBXL10_1g21503
tr|Q9VGS1|Q9VGS1_DROME,XBmRNA40610|XBXL10_1g21877
tr|Q9VVU4|Q9VVU4_DROME,XBmRNA76654|XBXL10_1g40710
tr|Q9W1F7|Q9W1F7_DROME,XBmRNA11100|XBXL10_1g5922
tr|A0A0B4K6Q5|A0A0B4K6Q5_DROME,XBmRNA12054|XBXL10_1g6412
tr|Q9VUX9|Q9VUX9_DROME,XBmRNA46327|XBXL10_1g24822
tr|Q7K5K3|Q7K5K3_DROME,XBmRNA41720|XBXL10_1g22418
sp|Q9VAN0|SERC_DROME,XBmRNA9159|XBXL10_1g4900
tr|Q7PLE6|Q7PLE6_DROME,XBmRNA47771|XBXL10_1g25585
tr|Q9VLP6|Q9VLP6_DROME,XBmRNA67237|XBXL10_1g35614
tr|Q9VW45|Q9VW45_DROME,XBmRNA33759|XBXL10_1g18352
sp|Q9V9X4|MTNA_DROME,XBmRNA26944|XBXL10_1g14281
tr|Q9VDV2|Q9VDV2_DROME,XBmRNA82538|XBXL10_1g43857
sp|O77264|RTCA_DROME,XBmRNA36009|XBXL10_1g19481
sp|Q9VCX3|RM45_DROME,XBmRNA73625|XBXL10_1g39036
tr|Q7K157|Q7K157_DROME,XBmRNA61316|XBXL10_1g32498
tr|Q9VER8|Q9VER8_DROME,XBmRNA55457|XBXL10_1g29477
tr|Q8INP9|Q8INP9_DROME,XBmRNA20425|XBXL10_1g10858
tr|Q9VM54|Q9VM54_DROME,XBmRNA11760|XBXL10_1g6264
sp|P49071|MAPK2_DROME,XBmRNA13124|XBXL10_1g7017
tr|Q9W3J1|Q9W3J1_DROME,XBmRNA25001|XBXL10_1g13195
tr|Q9VE85|Q9VE85_DROME,XBmRNA47344|XBXL10_1g25352
tr|Q9V9Z8|Q9V9Z8_DROME,XBmRNA69236|XBXL10_1g36702
tr|Q9VDP8|Q9VDP8_DROME,XBmRNA9901|XBXL10_1g5322
tr|Q9U9Q1|Q9U9Q1_DROME,XBmRNA15853|XBXL10_1g8371
sp|Q9VGY5|MET15_DROME,XBmRNA38365|XBXL10_1g20820
tr|Q9W3X3|Q9W3X3_DROME,XBmRNA64535|XBXL10_1g34212
tr|Q9VCY1|Q9VCY1_DROME,XBmRNA81357|XBXL10_1g43285
sp|Q8T4E1|GPI8_DROME,XBmRNA39885|XBXL10_1g21524
tr|Q95TP0|Q95TP0_DROME,XBmRNA42114|XBXL10_1g22595
tr|Q9W481|Q9W481_DROME,XBmRNA42785|XBXL10_1g22968
sp|P20353|GNAI_DROME,XBgroup111
sp|Q9VCC0|CHRD1_DROME,XBmRNA20873|XBXL10_1g11107
sp|P16378|GNAO_DROME,XBmRNA34226|XBXL10_1g18592
sp|Q9VPD5|MTEF3_DROME,XBmRNA55912|XBXL10_1g29710
sp|Q9VPQ2|DJSHV_DROME,XBmRNA77309|XBXL10_1g40980
sp|P12370|KAPC1_DROME,XBmRNA28504|XBXL10_1g15272
tr|Q24216|Q24216_DROME,XBmRNA5666|XBXL10_1g3131
tr|Q9VX15|Q9VX15_DROME,XBmRNA44677|XBXL10_1g23912
sp|P20227|TBP_DROME,XBmRNA43173|XBXL10_1g23180
tr|O76863|O76863_DROME,XBmRNA67404|XBXL10_1g35706
tr|Q7JW66|Q7JW66_DROME,XBmRNA57656|XBXL10_1g30606
tr|Q9VST8|Q9VST8_DROME,XBmRNA2117|XBXL10_1g1289
sp|A1Z8R8|PARL_DROME,XBmRNA13117|XBXL10_1g7010
sp|Q9W0P5|GALE_DROME,XBmRNA13915|XBXL10_1g7383
sp|Q9VTV1|THOC6_DROME,XBmRNA78425|XBXL10_1g41602
sp|Q9VHF2|PTER_DROME,XBmRNA50383|XBXL10_1g26903
sp|Q9VMA2|GALT_DROME,XBmRNA11182|XBXL10_1g5983
tr|Q9VYT1|Q9VYT1_DROME,XBmRNA21649|XBXL10_1g11544
tr|Q9VFF2|Q9VFF2_DROME,XBmRNA15043|XBXL10_1g7953
tr|Q7PLS1|Q7PLS1_DROME,XBmRNA69961|XBXL10_1g37096
tr|A0A4D6K2Q0|A0A4D6K2Q0_DROME,XBmRNA3838|XBXL10_1g2097
tr|Q9VHN4|Q9VHN4_DROME,XBmRNA53903|XBXL10_1g28682
tr|Q9VF86|Q9VF86_DROME,XBmRNA517|XBXL10_1g460
tr|Q8INQ9|Q8INQ9_DROME,XBmRNA19444|XBXL10_1g10397
tr|Q9W1A3|Q9W1A3_DROME,XBmRNA47147|XBXL10_1g25260
sp|Q9VPP5|RNH2A_DROME,XBmRNA26867|XBXL10_1g14241
tr|Q9W424|Q9W424_DROME,XBmRNA69061|XBXL10_1g36584
tr|Q9VXN1|Q9VXN1_DROME,XBgroup249
tr|Q9VGN6|Q9VGN6_DROME,XBmRNA57434|XBXL10_1g30484
sp|Q9VV41|OSGEP_DROME,XBmRNA4264|XBXL10_1g2440
tr|Q9XZ68|Q9XZ68_DROME,XBmRNA39888|XBXL10_1g21527
sp|Q9VRJ9|OTU1_DROME,XBmRNA13354|XBXL10_1g7125
tr|Q7K209|Q7K209_DROME,XBmRNA27760|XBXL10_1g14931
sp|Q9VPU8|KRR1_DROME,XBmRNA40902|XBXL10_1g22012
tr|Q8T4A5|Q8T4A5_DROME,XBmRNA51137|XBXL10_1g27297
tr|Q9VXR6|Q9VXR6_DROME,XBmRNA36175|XBXL10_1g19551
tr|Q9VKB3|Q9VKB3_DROME,XBmRNA50378|XBXL10_1g26899
tr|Q9VK29|Q9VK29_DROME,XBmRNA16620|XBXL10_1g8853
sp|Q9W1V3|FBRL_DROME,XBmRNA64008|XBXL10_1g33927
tr|Q9VR53|Q9VR53_DROME,XBgroup233
tr|Q9VC26|Q9VC26_DROME,XBmRNA37428|XBXL10_1g20170
tr|M9PB43|M9PB43_DROME,XBmRNA39476|XBXL10_1g21333
sp|Q9V3I8|OGG1_DROME,XBmRNA37142|XBXL10_1g20059
sp|A0A0B4LFY9|STING_DROME,XBmRNA28478|XBXL10_1g15260
sp|Q7JWW5|CTU1_DROME,XBmRNA2386|XBXL10_1g1396
tr|A0A0U1RVK6|A0A0U1RVK6_DROME,XBmRNA3943|XBXL10_1g2150
tr|Q4QQ70|Q4QQ70_DROME,XBmRNA68580|XBXL10_1g36217
sp|Q8INF2|TAM41_DROME,XBmRNA41817|XBXL10_1g22459
tr|Q9V9Z0|Q9V9Z0_DROME,XBmRNA25433|XBXL10_1g13398
tr|O77135|O77135_DROME,XBmRNA67961|XBXL10_1g35942
sp|Q9VCY3|CSN6_DROME,XBmRNA31997|XBXL10_1g17279
sp|P03896|NU2M_DROME,XBmRNA101815|XBXL10_1g44446
tr|Q8SWW2|Q8SWW2_DROME,XBmRNA74504|XBXL10_1g39527
sp|P41374|IF2A_DROME,XBmRNA68728|XBXL10_1g36363
tr|Q9VPB9|Q9VPB9_DROME,XBmRNA38642|XBXL10_1g20923
tr|Q9VPB4|Q9VPB4_DROME,XBmRNA24399|XBXL10_1g12900
sp|P26308|GBB1_DROME,XBmRNA63078|XBXL10_1g33425
tr|Q9VGM4|Q9VGM4_DROME,XBmRNA28648|XBXL10_1g15334
tr|Q9V437|Q9V437_DROME,XBmRNA77745|XBXL10_1g41199
tr|Q9VY87|Q9VY87_DROME,XBmRNA45900|XBXL10_1g24551
tr|Q9VHJ2|Q9VHJ2_DROME,XBmRNA81124|XBXL10_1g43150
tr|Q9VYA4|Q9VYA4_DROME,XBmRNA15727|XBXL10_1g8328
sp|P91891|MO25_DROME,XBmRNA15705|XBXL10_1g8315
tr|H0RNK3|H0RNK3_DROME,XBmRNA57663|XBXL10_1g30613
tr|Q9VSN7|Q9VSN7_DROME,XBmRNA47341|XBXL10_1g25350
tr|A8DYI6|A8DYI6_DROME,XBmRNA56689|XBXL10_1g30119
sp|P26270|PSMD7_DROME,XBmRNA34549|XBXL10_1g18741
sp|O77460|IPYR_DROME,XBmRNA57661|XBXL10_1g30611
tr|Q9VS54|Q9VS54_DROME,XBmRNA43327|XBXL10_1g23252
sp|Q9VVL6|MED19_DROME,XBmRNA58113|XBXL10_1g30794
tr|Q9VKX2|Q9VKX2_DROME,XBmRNA42640|XBXL10_1g22887
tr|Q7KSM5|Q7KSM5_DROME,XBmRNA67139|XBXL10_1g35552
sp|Q27297|RAD51_DROME,XBmRNA68566|XBXL10_1g36212
sp|Q7JWD3|ASNA_DROME,XBmRNA26875|XBXL10_1g14246
tr|Q9W0U6|Q9W0U6_DROME,XBmRNA36838|XBXL10_1g19915
sp|Q9V7A7|GPAN1_DROME,XBmRNA67003|XBXL10_1g35479
tr|Q8SX25|Q8SX25_DROME,XBmRNA39786|XBXL10_1g21489
tr|Q9VBU5|Q9VBU5_DROME,XBmRNA51686|XBXL10_1g27551
tr|Q7JZB1|Q7JZB1_DROME,XBmRNA43838|XBXL10_1g23484
tr|Q8IQJ7|Q8IQJ7_DROME,XBmRNA23590|XBXL10_1g12602
tr|O62602|O62602_DROME,XBmRNA80310|XBXL10_1g42718
sp|Q9VUJ0|RM39_DROME,XBmRNA11854|XBXL10_1g6313
tr|Q9VMX3|Q9VMX3_DROME,XBmRNA42447|XBXL10_1g22776
sp|Q9VXT2|DJC25_DROME,XBmRNA8494|XBXL10_1g4585
tr|Q7JVH0|Q7JVH0_DROME,XBmRNA43222|XBXL10_1g23202
tr|Q7K1S1|Q7K1S1_DROME,XBmRNA42563|XBXL10_1g22843
sp|Q9VXT7|ASGL1_DROME,XBmRNA44291|XBXL10_1g23722
tr|Q9VMM7|Q9VMM7_DROME,XBmRNA4106|XBXL10_1g2222
tr|Q7KUZ2|Q7KUZ2_DROME,XBmRNA67466|XBXL10_1g35736
tr|Q9VKW3|Q9VKW3_DROME,XBmRNA5158|XBXL10_1g2890
sp|P53034|RFC2_DROME,XBmRNA14266|XBXL10_1g7597
sp|Q9W1G0|TALDO_DROME,XBmRNA33364|XBXL10_1g18068
tr|Q9VR31|Q9VR31_DROME,XBmRNA8038|XBXL10_1g4340
sp|Q7JVL3|PRP38_DROME,XBmRNA40262|XBXL10_1g21713
tr|Q9VXR9|Q9VXR9_DROME,XBmRNA1697|XBXL10_1g1090
tr|Q7KN94|Q7KN94_DROME,XBmRNA29823|XBXL10_1g15958
sp|P48462|PP1B_DROME,XBgroup4
tr|Q8SY53|Q8SY53_DROME,XBmRNA1223|XBXL10_1g837
tr|Q9VUU6|Q9VUU6_DROME,XBmRNA68429|XBXL10_1g36151
tr|Q9VM20|Q9VM20_DROME,XBmRNA33196|XBXL10_1g17959
tr|Q9VAL1|Q9VAL1_DROME,XBmRNA25064|XBXL10_1g13224
tr|A1Z8T6|A1Z8T6_DROME,XBmRNA13723|XBXL10_1g7291
sp|Q9XZ58|CSN5_DROME,XBmRNA55713|XBXL10_1g29594
tr|Q9VTV9|Q9VTV9_DROME,XBmRNA64467|XBXL10_1g34178
tr|Q9VAJ2|Q9VAJ2_DROME,XBmRNA56978|XBXL10_1g30263
sp|Q7K0P4|PGAP3_DROME,XBmRNA73567|XBXL10_1g38990
sp|O02195|EIF3I_DROME,XBmRNA13736|XBXL10_1g7301
tr|Q9VEK8|Q9VEK8_DROME,XBmRNA45258|XBXL10_1g24184
sp|Q86BS6|METL_DROME,XBmRNA73963|XBXL10_1g39241
sp|Q9VDS6|SURF6_DROME,XBmRNA64838|XBXL10_1g34363
tr|O76513|O76513_DROME,XBmRNA5478|XBXL10_1g3033
sp|P48596|GCH1_DROME,XBmRNA70383|XBXL10_1g37289
tr|A1Z7K8|A1Z7K8_DROME,XBmRNA7505|XBXL10_1g4079
tr|Q1WWB7|Q1WWB7_DROME,XBmRNA4800|XBXL10_1g2732
sp|Q9VCU5|MTG1_DROME,XBmRNA58309|XBXL10_1g30885
tr|Q9VM58|Q9VM58_DROME,XBmRNA29827|XBXL10_1g15962
tr|Q9VMD3|Q9VMD3_DROME,XBmRNA36748|XBXL10_1g19860
tr|Q9W112|Q9W112_DROME,XBmRNA74958|XBXL10_1g39841
tr|A1Z7S4|A1Z7S4_DROME,XBmRNA53005|XBXL10_1g28227
sp|Q8MZC4|CRLS1_DROME,XBmRNA46813|XBXL10_1g25069
sp|O76511|TYSY_DROME,XBmRNA52272|XBXL10_1g27831
sp|Q94515|DEGS1_DROME,XBmRNA72211|XBXL10_1g38222
tr|Q9VNC1|Q9VNC1_DROME,XBmRNA48774|XBXL10_1g26067
tr|Q9VX13|Q9VX13_DROME,XBmRNA53772|XBXL10_1g28627
tr|Q9VHT2|Q9VHT2_DROME,XBmRNA23085|XBXL10_1g12355
tr|Q9VI84|Q9VI84_DROME,XBmRNA76225|XBXL10_1g40514
tr|A1Z9W2|A1Z9W2_DROME,XBmRNA76085|XBXL10_1g40449
sp|Q9VBU8|NUP37_DROME,XBmRNA23269|XBXL10_1g12439
tr|Q9VWJ9|Q9VWJ9_DROME,XBmRNA77425|XBXL10_1g41040
tr|Q9VMY0|Q9VMY0_DROME,XBmRNA57706|XBXL10_1g30627
sp|O18640|GBLP_DROME,XBgroup257
tr|Q7KSQ0|Q7KSQ0_DROME,XBmRNA9809|XBXL10_1g5276
tr|Q9VBH7|Q9VBH7_DROME,XBmRNA67936|XBXL10_1g35938
sp|P19889|RLA0_DROME,XBmRNA9682|XBXL10_1g5215
tr|Q9VRJ4|Q9VRJ4_DROME,XBmRNA4115|XBXL10_1g2226
tr|Q9VKV9|Q9VKV9_DROME,XBmRNA76617|XBXL10_1g40692
tr|Q9VI65|Q9VI65_DROME,XBmRNA1623|XBXL10_1g1050
sp|O76902|PKHF1_DROME,XBmRNA52957|XBXL10_1g28204
sp|Q7K0F0|CC130_DROME,XBmRNA26908|XBXL10_1g14263
tr|Q9VU77|Q9VU77_DROME,XBmRNA70148|XBXL10_1g37181
sp|Q9VAU9|ZN330_DROME,XBmRNA7246|XBXL10_1g3965
sp|P29052|TF2B_DROME,XBmRNA35906|XBXL10_1g19425
sp|P23573|CDK2_DROME,XBmRNA15242|XBXL10_1g8063
sp|Q9W328|LST8_DROME,XBmRNA78038|XBXL10_1g41346
tr|Q9W3S5|Q9W3S5_DROME,XBmRNA74823|XBXL10_1g39768
sp|P18929|NU1M_DROME,XBmRNA101811|XBXL10_1g44445
tr|A1Z9A5|A1Z9A5_DROME,XBmRNA13553|XBXL10_1g7213
sp|Q8IRR5|SIR4_DROME,XBmRNA4678|XBXL10_1g2668
sp|P41375|IF2B_DROME,XBmRNA80773|XBXL10_1g42974
tr|Q9W5W8|Q9W5W8_DROME,XBmRNA67312|XBXL10_1g35650
sp|Q9VJI9|NUBP1_DROME,XBmRNA82403|XBXL10_1g43781
tr|Q9VFS4|Q9VFS4_DROME,XBmRNA42709|XBXL10_1g22916
tr|Q9VIF3|Q9VIF3_DROME,XBmRNA43929|XBXL10_1g23531
tr|Q9V3B5|Q9V3B5_DROME,XBmRNA79875|XBXL10_1g42491
tr|Q7KIS4|Q7KIS4_DROME,XBmRNA77543|XBXL10_1g41093
sp|Q9VDD1|DDRGK_DROME,XBmRNA531|XBXL10_1g469
sp|P23696|PP2A_DROME,XBmRNA28321|XBXL10_1g15195
sp|Q9V3H2|PSDE_DROME,XBgroup71
tr|Q9VJL9|Q9VJL9_DROME,XBmRNA26887|XBXL10_1g14252
tr|Q9VZZ8|Q9VZZ8_DROME,XBmRNA50286|XBXL10_1g26867
tr|Q9VV83|Q9VV83_DROME,XBmRNA79069|XBXL10_1g42055
sp|O76932|PP4C_DROME,XBgroup256
sp|Q9V9Z9|EBP2_DROME,XBmRNA35303|XBXL10_1g19110
sp|Q9VWV8|NOSIP_DROME,XBmRNA63633|XBXL10_1g33693
sp|Q9W0H3|LDAH_DROME,XBmRNA45748|XBXL10_1g24447
tr|Q9VQK8|Q9VQK8_DROME,XBmRNA19865|XBXL10_1g10590
sp|O97422|B3GI_DROME,XBmRNA33615|XBXL10_1g18239
tr|Q0E8K6|Q0E8K6_DROME,XBmRNA59156|XBXL10_1g31271
tr|Q9VCC4|Q9VCC4_DROME,XBmRNA51846|XBXL10_1g27626
sp|Q9VHN6|RM19_DROME,XBmRNA49050|XBXL10_1g26235
tr|Q95RI2|Q95RI2_DROME,XBmRNA60113|XBXL10_1g31851
sp|Q9VAQ5|DIM1_DROME,XBmRNA5716|XBXL10_1g3161
tr|Q9VAG9|Q9VAG9_DROME,XBmRNA42210|XBXL10_1g22642
tr|Q9VL81|Q9VL81_DROME,XBmRNA12541|XBXL10_1g6691
tr|Q9VX56|Q9VX56_DROME,XBmRNA18128|XBXL10_1g9704
sp|Q27884|PPP6_DROME,XBgroup41
sp|Q9U1H8|FACE2_DROME,XBmRNA37815|XBXL10_1g20559
tr|Q9VD82|Q9VD82_DROME,XBmRNA72564|XBXL10_1g38415
